CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
BURG - AUTO,04/10/2025 08:45:00 PM,25-016051,BURGLARY-AUTO,08X,401 26TH ST,Oakland,CA,POINT (-122.2662 37.81512)
BURG - AUTO,02/24/2025 03:45:00 PM,25-008649,BURGLARY-AUTO,19X,2000 SOLANO WY,Oakland,CA,POINT (-122.24039 37.78543)
DISORDERLY CONDUCT,03/17/2025 03:30:00 PM,25-012155,DISTURB THE PEACE,05X,881 W GRAND AV,Oakland,CA,POINT (-122.27772 37.81408)
STOLEN VEHICLE,02/23/2025 10:00:00 AM,25-013730,VEHICLE THEFT - AUTO,31Z,ACALANES DR & COLORADOS DR,Oakland,CA,POINT (-122.17603 37.73068)
HOMICIDE,03/11/2025 02:28:00 PM,25-011108,SC UNEXPLAINED DEATH,16Y,1720 MACARTHUR BLVD,Oakland,CA,POINT (-122.22098 37.80023)
STOLEN AND RECOVERED VEHICLE,02/03/2025 12:12:00 AM,25-903325,ATTEMPT VEHICLE THEFT-AUTO,12X,535 42ND ST,Oakland,CA,POINT (-122.26512 37.83102)
PETTY THEFT,02/15/2025 03:00:00 PM,25-007237,THEFT:PERSONAL PROPERTY,35Y,10982 CALODEN ST,Oakland,CA,POINT (-122.12634 37.75172)
ROBBERY,03/25/2025 04:30:00 AM,25-013241,CARJACKING WITH FIREARM,34X,98TH AV & WALNUT ST,Oakland,CA,POINT (-122.16831 37.74541)
BURG - OTHER,02/17/2025 02:58:00 PM,25-007543,BATTERY,26X,500 HIGH ST,Oakland,CA,POINT (-122.22131 37.76623)
,04/15/2025 08:00:00 PM,25-903457,BURGLARY-AUTO,12X,523 49TH ST,Oakland,CA,POINT (-122.26355 37.83586)
FELONY ASSAULT,02/03/2025 07:40:00 AM,25-005194,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,14Y,548 LAKE PARK AV,Oakland,CA,POINT (-122.2467 37.81016)
PETTY THEFT,02/12/2025 12:00:00 AM,25-006855,THEFT,02Y,940 WOOD ST,Oakland,CA,POINT (-122.30022 37.81026)
GRAND THEFT,03/22/2025 09:45:00 PM,25-902689,GRAND THEFT,31X,7000 COLISEUM WY,Oakland,CA,POINT (-122.20089 37.74707)
ROBBERY,01/20/2025 09:09:00 AM,25-003042,ROBBERY-FIREARM,26Y,5801 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.20039 37.7653)
RECOVERED O/S STOLEN,02/27/2025 02:37:00 PM,25-009214,VEHICLE THEFT - AUTO,31Z,751 105TH AV,Oakland,CA,POINT (-122.17705 37.73421)
OTHER,04/09/2025 06:20:00 PM,25-015863,VIOLATION CUSTODY DECREE,03Y,455 7TH ST,Oakland,CA,POINT (-122.27482 37.79975)
STOLEN VEHICLE,04/08/2025 09:00:00 PM,25-015760,VEHICLE THEFT - AUTO,19X,1411 3RD AV,Oakland,CA,POINT (-122.25523 37.79739)
STOLEN VEHICLE,02/10/2025 09:45:00 AM,25-006332,VEHICLE THEFT - AUTO,09X,3600 BROADWAY,Oakland,CA,POINT (-122.25877 37.82317)
PETTY THEFT,01/31/2025 10:00:00 AM,25-004836,THEFT,06X,744 34TH ST,Oakland,CA,POINT (-122.27206 37.82387)
PETTY THEFT,03/26/2025 02:10:00 AM,25-013505,THEFT,12Y,5260 LOCKSLEY AV,Oakland,CA,POINT (-122.25717 37.83934)
,04/02/2025 09:22:00 AM,25-903065,VANDALISM,14Y,470 LAKE PARK AVE,Oakland,CA,POINT (-122.24759 37.81108)
FORCIBLE RAPE,02/20/2025 12:00:00 AM,25-008113,RAPE BY FORCE/FEAR/ETC,30X,7630 LOCKWOOD ST,Oakland,CA,POINT (-122.17928 37.76107)
VANDALISM,02/27/2025 06:00:00 AM,25-009064,VANDALISM,30X,1527 80TH AV,Oakland,CA,POINT (-122.17971 37.75756)
OTHER,02/10/2025 10:41:00 AM,25-006216,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,03Y,455 7TH ST,Oakland,CA,POINT (-122.27482 37.79975)
DOMESTIC VIOLENCE,02/20/2025 05:00:00 PM,25-008082,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,02Y,1667 10TH ST,Oakland,CA,POINT (-122.2981 37.80931)
PETTY THEFT,01/29/2025 07:30:00 AM,25-004585,THEFT,33X,9214 E ST,Oakland,CA,POINT (-122.17953 37.74546)
STOLEN VEHICLE,02/01/2025 07:15:00 PM,25-005112,VEHICLE THEFT - AUTO,32X,1428 105TH AV,Oakland,CA,POINT (-122.16621 37.73956)
FORCIBLE RAPE,02/10/2025 11:00:00 PM,25-006564,RAPE BY FORCE/FEAR/ETC,04X,1431 JEFFERSON ST,Oakland,CA,POINT (-122.27468 37.80641)
STOLEN VEHICLE,04/07/2025 08:00:00 PM,25-015615,VEHICLE THEFT - AUTO,08X,2428 WEBSTER ST,Oakland,CA,POINT (-122.26471 37.81392)
BURG - AUTO,02/17/2025 02:45:00 PM,25-901922,BURGLARY-AUTO,08X,2330 WEBSTER ST,Oakland,CA,POINT (-122.26449 37.81281)
ROBBERY,02/17/2025 02:00:00 AM,25-007461,ROBBERY-FIREARM,04X,682 14TH ST,Oakland,CA,POINT (-122.27694 37.80659)
DOMESTIC VIOLENCE,03/09/2025 10:08:00 PM,25-010836,INFLICT CRPL INJ SP/COHAB,20X,2647 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.23227 37.78105)
NARCOTICS,03/26/2025 06:09:00 PM,25-013529,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,21Y,3246 ARKANSAS ST,Oakland,CA,POINT (-122.20687 37.79412)
DISORDERLY CONDUCT,02/28/2025 08:30:00 AM,25-009305,DISTURB THE PEACE,08X,500 31ST ST,Oakland,CA,POINT (-122.26709 37.82)
PETTY THEFT,02/11/2025 12:00:00 AM,25-006628,THEFT,05X,1600 MYRTLE ST,Oakland,CA,POINT (-122.28129 37.81025)
MISDEMEANOR ASSAULT,03/25/2025 01:00:00 PM,25-013314,BATTERY,26Y,64TH AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.19576 37.76333)
BURG - AUTO,01/27/2025 06:30:00 AM,25-901032,BURGLARY-AUTO,14X,383 MACARTHUR BLVD,Oakland,CA,POINT (-122.25071 37.81183)
STOLEN VEHICLE,02/02/2025 11:00:00 PM,25-005400,VEHICLE THEFT - AUTO,12Y,6451 MYSTIC ST,Oakland,CA,POINT (-122.24913 37.85153)
STOLEN VEHICLE,03/23/2025 03:30:00 PM,25-013034,VEHICLE THEFT - AUTO,22Y,3200 CRANE WY,Oakland,CA,POINT (-122.18929 37.80958)
HOMICIDE,03/03/2025 10:45:00 PM,25-009726,SC UNEXPLAINED DEATH,05X,BRUSH ST & W GRAND AV,Oakland,CA,POINT (-122.27466 37.813)
,02/01/2025 06:06:00 PM,25-004984,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,03X,150 BLOCK OF 13TH ST,Oakland,CA,POINT (-122.26464 37.80089)
PETTY THEFT,04/05/2025 12:00:00 AM,25-015277,THEFT,12X,455 41ST ST,Oakland,CA,POINT (-122.26166 37.82954)
VANDALISM,03/10/2025 09:20:00 PM,25-902300,VANDALISM,14Y,3268 GRAND AV,Oakland,CA,POINT (-122.24686 37.81258)
STOLEN VEHICLE,01/21/2025 08:00:00 PM,25-003623,VEHICLE THEFT - AUTO,17Y,2100 5TH AV,Oakland,CA,POINT (-122.24709 37.80053)
EMBEZZLEMENT,02/13/2025 11:00:00 AM,25-007637,EMBEZZLE LEASED/RENTED VEHICLE,27Y,5330 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.20561 37.76803)
ROBBERY,01/28/2025 11:40:00 AM,25-004373,CARJACKING WITH FIREARM,77X,9400 & 9500 SUNNY SIDE ST,Oakland,CA,POINT (-122.16444 37.74996)
BURG - AUTO,01/26/2025 07:15:00 PM,25-900907,BURGLARY-AUTO,25Y,6036 OLD QUARRY LOOP,Oakland,CA,POINT (-122.16516 37.77803)
HOMICIDE,02/11/2025 09:57:00 AM,25-006391,SC UNEXPLAINED DEATH,21X,2467 E 20TH ST,Oakland,CA,POINT (-122.22911 37.78587)
DOMESTIC VIOLENCE,02/03/2025 12:00:00 AM,25-005199,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,77X,1511 PULLMAN WY,Oakland,CA,POINT (-122.29834 37.81497)
PETTY THEFT,02/13/2025 09:00:00 PM,25-007117,THEFT:PERSONAL PROPERTY,28X,4400 WALNUT ST,Oakland,CA,POINT (-122.20217 37.7819)
NARCOTICS,03/13/2025 09:49:00 AM,25-011388,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,02X,1002 KIRKHAM CT,Oakland,CA,POINT (-122.29083 37.80884)
MISDEMEANOR ASSAULT,04/02/2025 01:00:00 PM,25-014712,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,24Y,3307 VIOLA ST,Oakland,CA,POINT (-122.20232 37.78983)
WEAPONS,04/15/2025 03:30:00 AM,25-016691,ILLEGALLY POSSESS ANY ASSUALT WEAPON,34X,9302 PLYMOUTH ST,Oakland,CA,POINT (-122.17002 37.74953)
NARCOTICS,03/17/2025 02:40:00 PM,25-012104,CARRY CONCEALED WEAPON ON PERSON,06X,2600 SAN PABLO AV,Oakland,CA,POINT (-122.2754 37.81735)
STOLEN VEHICLE,03/09/2025 05:00:00 PM,25-011135,VEHICLE THEFT - AUTO,30X,8000 HOLLY ST,Oakland,CA,POINT (-122.17845 37.758)
PETTY THEFT,02/13/2025 10:10:00 AM,25-011222,THEFT,32Y,10790 MACARTHUR BLVD,Oakland,CA,POINT (-122.14877 37.74283)
FORGERY & COUNTERFEITING,02/07/2025 12:27:00 PM,25-005847,OBT CREDIT/ETC:OTHER'S ID,03Y,455 7TH ST,Oakland,CA,POINT (-122.27482 37.79975)
HOMICIDE,04/07/2025 07:39:00 PM,25-015531,SC UNEXPLAINED DEATH,08X,475 29TH ST,Oakland,CA,POINT (-122.26612 37.81731)
BURG - AUTO,03/03/2025 04:00:00 AM,25-901708,BURGLARY-AUTO,12Y,438 MCAULEY ST,Oakland,CA,POINT (-122.25782 37.84591)
FELONY ASSAULT,02/09/2025 07:24:00 PM,25-006151,ASSAULT WITH FIREARM ON PERSON,07X,1250 34TH ST,Oakland,CA,POINT (-122.28185 37.82584)
STOLEN VEHICLE,04/10/2025 08:00:00 PM,25-016522,VEHICLE THEFT - AUTO,24X,2109 41ST AV,Oakland,CA,POINT (-122.2109 37.77871)
FELONY ASSAULT,02/15/2025 01:58:00 AM,25-007142,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,27Y,4800 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.20957 37.76988)
PETTY THEFT,02/26/2025 12:00:00 AM,25-008934,THEFT,15X,428 WAYNE AV,Oakland,CA,POINT (-122.25169 37.80356)
ROBBERY,04/12/2025 09:16:00 PM,25-016376,CARJACKING WITH FIREARM,26X,845 66TH AV,Oakland,CA,POINT (-122.20123 37.75686)
VANDALISM,03/30/2025 05:00:00 PM,25-014538,BATTERY,05X,1919 MARKET ST,Oakland,CA,POINT (-122.28007 37.81225)
BURG - AUTO,03/27/2025 09:55:00 AM,25-902987,BURGLARY-AUTO,25X,4011 MACARTHUR BLVD,Oakland,CA,POINT (-122.19768 37.79025)
DOMESTIC VIOLENCE,02/16/2025 11:00:00 PM,25-007281,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,34X,2006 92ND AV,Oakland,CA,POINT (-122.16697 37.75185)
PETTY THEFT,02/05/2025 03:00:00 PM,25-005681,THEFT,22Y,3253 BRUNELL DR,Oakland,CA,POINT (-122.18686 37.80579)
VANDALISM,03/09/2025 11:41:00 AM,25-010755,VANDALISM,24Y,4004 PENNIMAN AV,Oakland,CA,POINT (-122.20257 37.78611)
STOLEN VEHICLE,02/28/2025 11:00:00 PM,25-009513,VEHICLE THEFT - AUTO,34X,1733 92ND AV,Oakland,CA,POINT (-122.1699 37.75069)
BURG - RESIDENTIAL,02/16/2025 03:06:00 AM,25-007304,ATTEMPTED BURGLARY,13X,5399 BELGRAVE PL,Oakland,CA,POINT (-122.24779 37.83842)
OTHER,04/08/2025 08:00:00 AM,25-015599,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,17X,600 E 20TH ST,Oakland,CA,POINT (-122.24736 37.7989)
ROBBERY,02/06/2025 07:50:00 PM,25-005779,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",03Y,1333 BROADWAY,Oakland,CA,POINT (-122.27142 37.80396)
BURG - AUTO,04/11/2025 05:20:00 PM,25-016187,BURGLARY-AUTO,17X,1800 5TH AV,Oakland,CA,POINT (-122.24998 37.79847)
ROBBERY,02/27/2025 06:15:00 PM,25-009163,ASSAULT WITH FIREARM ON PERSON,17Y,2300 8TH AV,Oakland,CA,POINT (-122.24288 37.79957)
WEAPONS,01/27/2025 07:13:00 PM,25-004264,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,27Y,5438 HOLLAND ST,Oakland,CA,POINT (-122.20378 37.76859)
CURFEW & LOITERING,03/10/2025 10:13:00 AM,25-010925,DISTURB THE PEACE,23X,3511 E 12TH ST,Oakland,CA,POINT (-122.22246 37.77512)
BURG - AUTO,02/16/2025 10:43:00 PM,25-007438,BURGLARY-AUTO,03Y,900 WASHINGTON ST,Oakland,CA,POINT (-122.2745 37.80149)
WEAPONS,01/30/2025 04:46:00 PM,25-004729,ILLEGALLY POSSESS ANY ASSUALT WEAPON,27X,2400 FRANCES ST,Oakland,CA,POINT (-122.20424 37.77971)
,04/13/2025 11:25:00 AM,25-903389,BURGLARY-AUTO,16X,3250 LAKESHORE AVE,Oakland,CA,POINT (-122.24459 37.80991)
VANDALISM,03/26/2025 09:56:00 AM,25-013422,VANDALISM:DAMAGE PROPERTY,06X,2617 MARTIN LUTHER KING JR WAY,Oakland,CA,POINT (-122.2717 37.81671)
ROBBERY,02/23/2025 03:30:00 PM,25-008558,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",18X,1517 E 19TH ST,Oakland,CA,POINT (-122.24162 37.79206)
FELONY ASSAULT,03/06/2025 07:00:00 AM,25-010257,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,19X,1600 E 12TH ST,Oakland,CA,POINT (-122.24479 37.78742)
STOLEN VEHICLE,03/05/2025 01:30:00 PM,25-010170,VEHICLE THEFT - AUTO,07X,3399 PERALTA ST,Oakland,CA,POINT (-122.28236 37.82583)
CURFEW & LOITERING,04/11/2025 12:11:00 AM,25-016070,SC TRESPASS,32X,1156 98TH AV,Oakland,CA,POINT (-122.17422 37.74223)
BURG - COMMERCIAL,02/18/2025 01:30:00 AM,25-007609,BURGLARY-NO FORCE,07X,2311 MAGNOLIA ST,Oakland,CA,POINT (-122.28461 37.81703)
STOLEN VEHICLE,03/25/2025 02:52:00 AM,25-013288,VEHICLE THEFT - AUTO,14X,2662 HARRISON ST,Oakland,CA,POINT (-122.25995 37.8145)
NARCOTICS,03/25/2025 11:45:00 AM,25-013299,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE,02X,900 MARKET ST,Oakland,CA,POINT (-122.28163 37.80378)
BURG - AUTO,02/27/2025 02:00:00 PM,25-901954,BURGLARY-AUTO,09X,4101 GILBERT ST,Oakland,CA,POINT (-122.25458 37.82789)
FELONY ASSAULT,02/08/2025 10:17:00 PM,25-006049,ASSAULT WITH FIREARM ON PERSON,07X,917 28TH ST,Oakland,CA,POINT (-122.27731 37.81915)
NARCOTICS,03/05/2025 01:38:00 AM,25-010047,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,33X,9700 B ST,Oakland,CA,POINT (-122.17433 37.74337)
ROBBERY,04/07/2025 05:00:00 PM,25-015503,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,12Y,5800 TELEGRAPH AV,Oakland,CA,POINT (-122.26132 37.84442)
ROBBERY,02/25/2025 08:53:00 AM,25-008734,VANDALISM-$400+,30Y,7300 BANCROFT AV,Oakland,CA,POINT (-122.17708 37.76599)
FELONY ASSAULT,02/23/2025 05:05:00 AM,25-008463,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,03X,10TH ST & BROADWAY,Oakland,CA,POINT (-122.27291 37.80155)
OTHER,02/06/2025 10:00:00 AM,25-903228,MAIL/ETC THEFT/ETC,14X,383 GRAND AV,Oakland,CA,POINT (-122.2546 37.80884)
STOLEN VEHICLE,03/28/2025 05:00:00 PM,25-013914,VEHICLE THEFT - AUTO,29X,6016 MONADNOCK WY,Oakland,CA,POINT (-122.18206 37.77627)
OTHER,04/03/2025 09:51:00 AM,25-014860,SC UNEXPLAINED DEATH,26Y,1235 66TH AV,Oakland,CA,POINT (-122.19508 37.76096)
PETTY THEFT,03/10/2025 07:28:00 PM,25-011038,THEFT,33X,919 HAWKINS DR,Oakland,CA,POINT (-122.18024 37.744)
STOLEN VEHICLE,04/01/2025 04:00:00 PM,25-014582,VEHICLE THEFT - AUTO,03X,308 13TH ST,Oakland,CA,POINT (-122.26831 37.80234)
FELONY ASSAULT,02/21/2025 08:29:00 PM,25-008288,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,10X,5900 HERZOG ST,Oakland,CA,POINT (-122.28213 37.84241)
OTHER,01/28/2025 01:30:00 PM,25-902149,MAIL/ETC THEFT/ETC,20X,1091 CALCOT PL,Oakland,CA,POINT (-122.23782 37.7814)
STOLEN VEHICLE,01/30/2025 12:30:00 AM,25-004961,VEHICLE THEFT - AUTO,22X,3618 FRUITVALE AV,Oakland,CA,POINT (-122.21527 37.80257)
STOLEN VEHICLE,02/07/2025 09:00:00 AM,25-007053,VEHICLE THEFT - AUTO,02Y,1700 10TH ST,Oakland,CA,POINT (-122.29901 37.80978)
VANDALISM,02/04/2025 01:25:00 PM,25-005431,VANDALISM,27Y,2148 66TH AV,Oakland,CA,POINT (-122.18966 37.76528)
RECOVERED O/S STOLEN,03/09/2025 08:24:00 AM,25-010730,VEHICLE THEFT - AUTO,32Y,9800 SUNNYSIDE ST,Oakland,CA,POINT (-122.16285 37.7478)
THREATS,02/02/2025 08:30:00 PM,25-005520,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,30X,7867 BANCROFT AV,Oakland,CA,POINT (-122.17309 37.76246)
VANDALISM,04/04/2025 04:10:00 AM,25-014947,VANDALISM,09X,100 MONTE CRESTA AV,Oakland,CA,POINT (-122.24915 37.82513)
WEAPONS,03/11/2025 04:00:00 PM,25-011117,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,27X,5324 BELVEDERE ST,Oakland,CA,POINT (-122.19969 37.77297)
STOLEN VEHICLE,03/28/2025 08:41:00 AM,25-013776,VEHICLE THEFT - AUTO,22X,1850 TIFFIN RD,Oakland,CA,POINT (-122.21191 37.80976)
HOMICIDE,03/15/2025 11:54:00 PM,25-011758,SC UNEXPLAINED DEATH,31Y,150 HEGENBERGER RD,Oakland,CA,POINT (-122.19941 37.73052)
MISDEMEANOR ASSAULT,04/06/2025 05:00:00 AM,25-015253,OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC,19X,1604 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.24393 37.7882)
MISDEMEANOR ASSAULT,03/20/2025 04:50:00 PM,25-015993,BATTERY,04X,19TH ST & BROADWAY,Oakland,CA,POINT (-122.26903 37.80778)
BURG - AUTO,02/12/2025 02:30:00 PM,25-006790,BURGLARY-AUTO,06X,624 SYCAMORE ST,Oakland,CA,POINT (-122.27139 37.8158)
BURG - AUTO,03/11/2025 06:55:00 AM,25-902045,BURGLARY-AUTO,22X,3333 FRUITVALE AV,Oakland,CA,POINT (-122.21663 37.79915)
MISDEMEANOR ASSAULT,02/02/2025 03:06:00 AM,25-005040,SC BATTERY,03Y,530 8TH ST,Oakland,CA,POINT (-122.27539 37.80111)
STOLEN VEHICLE,02/23/2025 11:00:00 PM,25-008651,VEHICLE THEFT - AUTO,13X,6035 ROCKRIDGE BLVD,Oakland,CA,POINT (-122.2446 37.84492)
DOMESTIC VIOLENCE,02/28/2025 08:13:00 AM,25-009243,POSS FIREARM AFTER MISD CONVICTION OF 273.5,26Y,885 69TH AV,Oakland,CA,POINT (-122.19669 37.75654)
DOMESTIC VIOLENCE,04/10/2025 09:49:00 AM,25-015949,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32X,10824 APRICOT ST,Oakland,CA,POINT (-122.17145 37.7341)
STOLEN VEHICLE,02/24/2025 09:00:00 PM,25-008911,VEHICLE THEFT - AUTO,08X,3093 BROADWAY,Oakland,CA,POINT (-122.2613 37.8203)
STOLEN VEHICLE,03/26/2025 04:00:00 AM,25-013566,VEHICLE THEFT - AUTO,35X,9046 MACARTHUR BLVD,Oakland,CA,POINT (-122.16106 37.75476)
STOLEN VEHICLE,01/21/2025 08:00:00 PM,25-003965,VEHICLE THEFT - AUTO,02X,1100 MANDELA PKWY,Oakland,CA,POINT (-122.2921 37.80858)
,03/19/2025 06:05:00 AM,25-902542,BURGLARY-NO FORCE,04X,1585 MADISON ST,Oakland,CA,POINT (-122.26255 37.80394)
MISDEMEANOR ASSAULT,02/23/2025 10:00:00 AM,25-008489,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,23X,1630 35TH AV,Oakland,CA,POINT (-122.2208 37.77955)
,03/20/2025 07:30:00 AM,25-902609,BURGLARY-NO FORCE,25X,4800 DAISY ST,Oakland,CA,POINT (-122.18497 37.78481)
MISDEMEANOR ASSAULT,02/01/2025 09:50:00 AM,25-004938,OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC,31Y,9312 EMPIRE RD,Oakland,CA,POINT (-122.19469 37.73476)
FELONY ASSAULT,01/27/2025 12:56:00 AM,25-004144,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,26Y,950 77TH AV,Oakland,CA,POINT (-122.19151 37.75295)
MISDEMEANOR ASSAULT,02/15/2025 01:00:00 PM,25-007201,BATTERY,20X,2600 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.23214 37.78155)
DOMESTIC VIOLENCE,03/07/2025 11:00:00 PM,25-010517,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,05X,976 21ST ST,Oakland,CA,POINT (-122.28092 37.81376)
VANDALISM,03/25/2025 11:30:00 AM,25-902798,VANDALISM,17Y,600 E 23RD ST,Oakland,CA,POINT (-122.2446 37.80087)
MISDEMEANOR ASSAULT,04/15/2025 10:55:00 PM,25-015735,EXHIBIT FIREARM,27Y,1428 65TH AV,Oakland,CA,POINT (-122.19381 37.76328)
STOLEN VEHICLE,01/28/2025 06:00:00 PM,25-004519,VEHICLE THEFT - AUTO,14Y,777 RAND AV,Oakland,CA,POINT (-122.24325 37.81191)
WEAPONS,03/06/2025 05:50:00 AM,25-010219,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,30Y,2765 77TH AV,Oakland,CA,POINT (-122.16961 37.76686)
HOMICIDE,01/28/2025 06:29:00 AM,25-004320,SC UNEXPLAINED DEATH,23X,3431 FOOTHILL BLVD,Oakland,CA,POINT (-122.22019 37.78186)
STOLEN VEHICLE,02/17/2025 01:30:00 PM,25-007530,VEHICLE THEFT - AUTO,33X,988 85TH AV,Oakland,CA,POINT (-122.18387 37.75019)
ROBBERY,02/25/2025 07:47:00 PM,25-008838,ROBBERY-FIREARM,19X,1100 E 15TH ST,Oakland,CA,POINT (-122.2478 37.79189)
FORCIBLE RAPE,02/01/2025 07:00:00 AM,25-005109,RAPE BY FORCE/FEAR/ETC,77X,2777 MIDDLE HARBOR RD,Oakland,CA,POINT (-122.32208 37.8052)
BURG - RESIDENTIAL,02/14/2025 12:52:00 PM,25-007059,BURGLARY-FORCIBLE ENTRY,77X,3322 LUGUNA WAY,Oakland,CA,POINT (-122.21175 37.79646)
PETTY THEFT,03/07/2025 06:50:00 PM,25-902062,THEFT BY USE OF ACCESS CARD,77X,FREMONT ST,Oakland,CA,
MISDEMEANOR ASSAULT,02/04/2025 05:00:00 PM,25-005655,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,28X,4727 WALNUT ST,Oakland,CA,POINT (-122.20014 37.78002)
STOLEN VEHICLE,03/26/2025 08:15:00 AM,25-013441,VEHICLE THEFT - AUTO,34X,85TH AV & BIRCH ST,Oakland,CA,POINT (-122.17229 37.75601)
THREATS,03/20/2025 10:38:00 PM,25-012610,EXHIBIT FIREARM,30Y,3048 73RD AV,Oakland,CA,POINT (-122.16948 37.77153)
PETTY THEFT,04/08/2025 09:30:00 AM,25-015640,THEFT,16X,3500 LAKESHORE AV,Oakland,CA,POINT (-122.2416 37.81156)
PETTY THEFT,03/25/2025 12:00:00 AM,25-013438,THEFT:PERSONAL PROPERTY,11X,670 60TH ST,Oakland,CA,POINT (-122.26737 37.84559)
OTHER,03/21/2025 01:00:00 PM,25-012724,VANDALISM,02Y,5200 7TH ST,Oakland,CA,POINT (-122.3366 37.80511)
BURG - AUTO,01/21/2025 06:30:00 AM,25-900661,BURGLARY-AUTO,12Y,5558 CLAREMONT AV,Oakland,CA,POINT (-122.25659 37.84408)
STOLEN VEHICLE,01/28/2025 10:00:00 PM,25-004521,VEHICLE THEFT - AUTO,04X,1581 MADISON ST,Oakland,CA,POINT (-122.26259 37.80388)
RECOVERED O/S STOLEN,03/19/2025 09:41:00 AM,25-012386,VEHICLE THEFT - AUTO,31Y,8451 SAN LEANDRO ST,Oakland,CA,POINT (-122.1901 37.74745)
FELONY ASSAULT,01/24/2025 11:38:00 PM,25-003856,ASSAULT WITH FIREARM ON PERSON,10X,1037 62ND ST,Oakland,CA,POINT (-122.28129 37.84543)
HOMICIDE,02/10/2025 04:13:00 AM,25-006298,SC UNEXPLAINED DEATH,06X,873 32ND ST,Oakland,CA,POINT (-122.27518 37.82198)
WEAPONS,02/11/2025 06:33:00 PM,25-006539,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,19X,1400 8TH AV,Oakland,CA,POINT (-122.25116 37.79362)
MISDEMEANOR ASSAULT,02/10/2025 06:50:00 PM,25-006311,BATTERY,03Y,722 WASHINGTON ST,Oakland,CA,POINT (-122.27502 37.80015)
BURG - COMMERCIAL,03/16/2025 01:38:00 AM,25-011902,BURGLARY-FORCIBLE ENTRY,04X,540 21ST ST,Oakland,CA,POINT (-122.27063 37.81054)
WEAPONS,04/05/2025 11:17:00 AM,25-015148,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,26X,1200 47TH AV,Oakland,CA,POINT (-122.21256 37.76944)
PETTY THEFT,03/17/2025 12:00:00 AM,25-013330,REMOVE PART OF REALTY,31Z,495 105TH AV,Oakland,CA,POINT (-122.17969 37.7311)
WEAPONS,02/11/2025 06:56:00 PM,25-006540,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,31Z,100 CATRON DR,Oakland,CA,POINT (-122.17703 37.72574)
FELONY ASSAULT,02/12/2025 09:21:00 PM,25-006715,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,17Y,2631 11TH AV,Oakland,CA,POINT (-122.2378 37.7992)
FELONY ASSAULT,01/22/2025 12:00:00 AM,25-003427,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,18X,2000 E 21ST ST,Oakland,CA,POINT (-122.23512 37.79077)
STOLEN VEHICLE,03/07/2025 04:30:00 AM,25-010365,VANDALISM,27Y,6106 HILTON ST,Oakland,CA,POINT (-122.19228 37.76871)
STOLEN VEHICLE,03/25/2025 06:00:00 PM,25-013426,VEHICLE THEFT - AUTO,77X,814 MOORPARK ST,Oakland,CA,POINT (-122.17345 37.73235)
